Asset Name,Asset Id,Data Date (UTC), Latitude, Longitude, Speed, Heading, Report Body
iES 6620,300434064056620,2023-06-12 01:01:07, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 14-51-36-0B-5F-EF-C5-D9
iES 6620,300434064056620,2023-06-12 00:31:07, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 64-82-6C-DB-3A-84-06-3D
iES 6620,300434064056620,2023-06-09 00:35:37, 37° 20.33804 ', -122° 0.19172 ', 0.00, 0.0000000, 2C-A7-79-21-47-39-AF-9C
iES 6620,300434064056620,2023-06-09 00:31:07, 37° 20.33804 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-BB-D0-40-A1-7A-5E-ED-3C
iES 6620,300434064056620,2023-06-09 00:00:35, 37° 20.33869 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-EC-DA-91-64-59-01-F2-CB
iES 6620,300434064056620,2023-06-08 23:31:01, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-CC-15-F2-6B-8D-03-5D-C2
iES 6620,300434064056620,2023-06-08 22:30:03, 37° 20.34319 ', -122° 0.21103 ', 0.00, 0.0000000, 5C-C6-85-44-24-6D-72-76
iES 6620,300434064056620,2023-06-08 22:00:03, 37° 20.33740 ', -122° 0.18914 ', 0.00, 0.0000000, 01-7B-D6-05-C8-33-20-9A-3C-D0
iES 6620,300434064056620,2023-06-08 20:30:04, 37° 20.34448 ', -122° 0.20201 ', 0.00, 0.0000000, 3F-A8-31-48-07-61-98-BF
iES 6620,300434064056620,2023-06-08 20:30:04, 37° 20.34061 ', -122° 0.19172 ', 0.00, 0.0000000, D9-3B-1D-D3-87-A1-F6-41
iES 6620,300434064056620,2023-06-08 20:00:04, 37° 20.33997 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-54-F4-77-5B-04-9F-01-52
iES 6620,300434064056620,2023-06-08 19:29:50, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-01-09-19-9E-85-F9-B5-F5
iES 6620,300434064056620,2023-06-08 19:00:53, 37° 20.34061 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-A1-D5-19-AF-05-85-5D-20
iES 6620,300434064056620,2023-06-08 17:30:13, 37° 20.33675 ', -122° 0.19558 ', 0.00, 0.0000000, 62-45-B6-2B-28-5E-30-44
